headword,CEFR,pos,Translation
guerrilla,B2,noun,게릴라
guess,B1,noun,추측하다
guest,A1,noun,손님
guidance,B1,noun,안내
guide,B1,noun,가이드
guidebook,A2,noun,안내서
guideline,B2,noun,지침
guilt,B1,noun,죄
guilty,B1,adjective,죄책감이 드는
guitar,A1,noun,기타
guitarist,B1,noun,기타리스트
gulp,B2,noun,꿀벌
gum,B2,noun,고무
gun,A2,noun,총
gunshot,B2,noun,사격
guts,B2,noun,끈기
guy,A1,noun,남자
gym,B1,noun,체육관
gymnastic,B2,adjective,체조
gymnastics,B1,noun,체조
habit,A1,noun,습관
habitant,B2,noun,거주자
habitat,B1,noun,서식지
had,A1,have-verb,가졌다
hail,B2,verb,빗발
hair,A1,noun,머리카락
haircut,A1,noun,이발
hairdresser,B1,noun,미용사
hairdryer,B1,noun,헤어 드라이어
hairy,B2,adjective,털이 많은
half,B1,adverb,반
half-price,A2,adjective,반값
hall,A1,noun,홀
ham,A2,noun,햄
hamburger,A1,noun,햄버거
hammer,B1,noun,망치
hand,A1,noun,손
handbag,A2,noun,핸드백
handball,B1,noun,핸드볼
hand-held,B1,adjective,손바닥 크기의
handicap,B2,noun,핸디캡
handicapped,A2,adjective,신체적 장애가 있는
handicraft,B2,noun,손재주
handkerchief,B1,noun,손수건
handle,A2,noun,핸들
handout,B2,noun,상품 안내
handrail,B2,noun,난간
handshake,B1,noun,악수
handsome,A1,adjective,멋있는
handwriting,B1,noun,필적
handy,B1,adjective,능숙한
hang,B2,noun,걸다
hanging,B1,adjective,교수형
happen,A1,verb,깨물다
happily,A2,adverb,행복하게
happiness,A2,noun,행복
happy,A1,adjective,행복하다
harbor/harbour,B1,noun,항구
hard,A1,adjective,딱딱한
hard drive,B2,noun,하드 드라이브
hardly,A2,adverb,거의 ~아니다
hardship,B1,noun,고난
hardware,B2,noun,하드웨어
hard-working,B1,adjective,열심히 일하는
harm,B2,noun,피해
harmful,A2,adjective,해로운
harmless,B2,adjective,해가없는
harmony,A2,noun,조화
harness,B1,noun,마구
harrow,B2,noun,써레
harvest,A2,noun,수확하다
has,A1,have-verb,가지다
haste,B2,noun,서두름
hastily,B2,adverb,황급히
hasty,B1,adjective,급한
hat,A1,noun,모자
hatch,B1,noun,해치
hatching,B2,noun,부화
hate,B1,noun,싫어하다
hatred,B1,noun,증오
haunt,B1,noun,나타나다
haunting,B2,adjective,잊혀지지 않는다
have,A1,have-verb,가지다
have to,A1,modal auxiliary,해야하는
haven,B1,noun,피난처
hay,B2,noun,건초
hazard,B1,noun,위험
hazardous,B2,adjective,위험한
he,A1,pronoun,그
head,A1,noun,머리
headache,A1,noun,두통
headline,B1,noun,표제
headphone,A2,noun,헤드폰
headquarters,B2,noun,본부
headteacher,A2,noun,교장
heal,B1,verb,치유하다
healing,B1,adjective,치유
health,A1,noun,건강
health care,B2,noun,보건 의료
healthy,A1,adjective,건강한
heap,B2,noun,더미
hear,A1,verb,듣다
hearing,B1,noun,듣기
heart,A1,noun,마음
heart attack,B1,noun,심장마비
heartbreaking,B2,adjective,가슴 아픈
hearted,B1,adjective,~의 마음을 가진
heartwarming/heart-warming,B2,adjective,마음을 따뜻하게 하는
hearty,B1,adjective,많은
heat,A2,noun,열
heater,B1,noun,히터
heating,A2,noun,난방
heaven,B1,noun,천국
heavenly,B1,adjective,천국 같은
heavily,A2,adverb,무겁게
heavy,A1,adjective,무거운
hedge,B2,noun,방지책
heel,B1,noun,힐
height,B1,noun,키
helicopter,B2,noun,헬리콥터
hell,B2,noun,지옥
hello,A1,noun,안녕하세요
helmet,B1,noun,헬멧
help,A2,noun,돕다
helper,B2,noun,돕는 사람
helpful,A2,adjective,도움이 되는
helpless,B1,adjective,어찌할 수 없는
hemp,B2,noun,마
herb,B2,noun,목초
herd,B1,noun,떼
here,A1,adverb,여기
heritage,B2,noun,유산
hero,A2,noun,영웅
hers,A1,pronoun,그녀
herself,A2,pronoun,그녀 자신
hesitate,B1,verb,망설이다
hesitation,B2,noun,주저
hey,A2,interjection,여기요
hi,A1,interjection,안녕
hidden,B1,adjective,숨겨진
hide,A1,verb,숨다
high,A1,adjective,높은
high school,A2,noun,고등학교
highlight,B2,noun,가장 밝은 부분
highly,B1,adverb,고도로
high-tech/hi-tech,B2,adjective,하이테크
highway,A2,noun,고속도로
hijack,B2,noun,납치
hike,A2,noun,인상
hiking,A2,noun,등산
hilarious,B2,adjective,아주 웃긴
hill,A1,noun,언덕
him,A1,pronoun,그를
himself,A2,pronoun,그 자신
hint,B2,noun,힌트
hip,B1,noun,잘 알고 있기
hip hop/hip-hop/hiphop,A2,noun,힙합
hire,B1,verb,고용하다
historian,B1,noun,역사가
historic,B1,adjective,역사적인
historical,B1,adjective,역사적인
history,A1,noun,역사
hit,B1,noun,때리다
hobby,A1,noun,취미
hockey,A2,noun,하키
hold,A1,noun,잡고 있다
holder,B2,noun,보유자
hole,A1,noun,구멍
holiday,A1,noun,휴일
hollow,B2,adjective,구멍
holocaust,B2,noun,홀로 코스트
holy,B1,adjective,거룩한
home,A2,adverb,집
homeless,B1,adjective,노숙자
hometown,A1,noun,고향
homeward,B2,adjective,집으로
homework,A1,noun,숙제
hone,B2,noun,숫돌
honest,B1,adjective,솔직한
honestly,B1,adverb,솔직히
honesty,B1,noun,정직
honey,A2,noun,꿀
honeymoon,B1,noun,신흔 여행
honor/honour,A2,noun,명예
honorable/honourable,B2,adjective,명예로운
hood,B2,noun,후드
hook,B2,noun,훅
hop,B1,noun,깡충깡충 뛰다
hope,A1,noun,희망
hopeful,B1,adjective,유망한
hopefully,B1,adverb,바라건대
hopeless,B1,adjective,희망이 없는
horizon,B1,noun,수평선
horn,B1,noun,뿔
horrible,B1,adjective,끔찍한
horrify,B1,verb,무섭게 하다
horror,A2,noun,공포
horse,A1,noun,말
hospice,B2,noun,수용소
hospitable,B2,adjective,친절한
hospital,A1,noun,병원
hospitality,B2,noun,환대
hospitalize/hospitalise,B2,verb,입원
host,A2,noun,주인
hostel,B1,noun,호스텔
hot,A1,adjective,더운
hotel,A1,noun,호텔
hour,A1,noun,시간
hourly,B2,adjective,시간별
house,A1,noun,집
household,B1,noun,가정
housekeeper,B2,noun,가정부
housemaster,B2,noun,"사감, 집주인"
housewife,B2,noun,주부
housework,B1,noun,안일
hover,B2,verb,호버
how,A1,adverb,어떻게
however,A2,adverb,하지만
hug,B2,noun,껴안다
huge,B1,adjective,거대한
hugely,B2,adverb,대단히
human,A2,adjective,인간
human rights,B2,noun,인권
humane,B2,adjective,인도적
humanist,B2,noun,인간성 연구자
humanity,B1,noun,인류
humanize/humanise,B2,verb,인간화
humble,B2,adjective,겸손한
humbug,B2,noun,협잡
humid,B1,adjective,습한
humiliate,B2,verb,굴욕
humiliating,B2,adjective,굴욕
humiliation,B2,noun,굴욕
humor/humour,B1,noun,유머
humorous,B1,adjective,재미있는
hundred,A2,number,백
hunger,B1,noun,굶주림
hungry,A1,adjective,배고픈
hunt,B1,noun,사냥
hunter,A2,noun,사냥꾼
hunting,B2,noun,수렵
hurriedly,B1,adverb,서둘러서
hurry,A1,noun,서두르다
hurt,B1,adjective,아프다
husband,A1,noun,남편
hush,B2,verb,쉿
hut,B1,noun,오두막
hybrid,B2,adjective,잡종
hygiene,B2,noun,위생
hyperbole,B2,noun,쌍곡선의
hyphen,B2,noun,하이픈
ice,A1,noun,얼음
ice cream,A1,noun,아이스크림
ice hockey,B1,noun,아이스 하키
ice skating,B1,noun,아이스 스케이팅
iceman,B2,noun,얼음 장수[배달인]
icon,B2,noun,아이콘
icy,B2,adjective,쌀쌀한
ID card,A2,noun,신분증
idea,A1,noun,아이디어
ideal,A1,adjective,이상적인
ideally,B2,adverb,이상적으로
identical,B2,adjective,동일한
identification,B2,noun,신분증
identify,B2,verb,식별하다
identity,B1,noun,신원
identity card,B1,noun,신분 증명서
ideology,B2,noun,관념론
idiom,B1,noun,관용구
idiot,B2,noun,바보
idle,B2,adjective,게으른
idol,B1,noun,우상
idolize/idolise,B2,verb,우상화
if,A1,conjunction,만약에
ignorance,B2,noun,무지
ignorant,B2,adjective,무식한
ignore,B1,verb,무시하다
ill,A2,adjective,아픈
illegal,A2,adjective,불법적인
illegally,B1,adverb,불법
illness,B1,noun,병
illuminate,B1,verb,비추다
illustrate,B2,verb,설명
illustration,B2,noun,삽화
image,A2,noun,영상
imagery,B2,noun,형상
imaginary,B1,adjective,가상
imagination,A2,noun,상상력
imagine,A1,verb,상상하다
imitate,B1,verb,본뜨다
imitation,B2,noun,모방
immediate,B1,adjective,즉각적인
immediately,B1,adverb,즉시
immerse,B2,verb,잠그다
immigrant,B2,noun,이민
immigrate,B1,verb,이민
immigration,B1,noun,이민
immoral,B2,adjective,부도덕
immortal,B2,adjective,불멸
immortality,B2,noun,불사
impact,A2,noun,영향
impair,B1,verb,손상
impartial,B2,adjective,공평한
impatient,A2,adjective,짜증난
impatiently,B2,adverb,참을성이 없다
imperative,B2,noun,피할 수 없는
impermanent,B2,adjective,불완전한
implement,B2,noun,구현하다
implication,B2,noun,함축
imply,B2,verb,암시합다
impolite,B2,adjective,무례한
impolitely,B2,adverb,무례한
import,B2,verb,수입
importance,A2,noun,중요성
important,A1,adjective,중요한
importantly,A2,adverb,중요하게
impose,B2,verb,부과하다
impossibility,B2,noun,불가능
impossible,A2,adjective,불가능한
impractical,B2,adjective,실용적인
impress,A2,verb,감탄시키다
impressed,B2,adjective,깊은 인상
impression,B1,noun,인상
impressionism,B2,noun,인상주의
impressionist,B2,noun,인상 주의자
impressive,B1,adjective,인상적인
imprison,B2,verb,수감
imprisonment,B2,noun,투옥
improbable,B2,adjective,불가능한
improper,B1,adjective,부적절한
improperly,B2,adverb,부적절하게
improve,A2,verb,개선하다
improved,B2,adjective,향상
improvement,B1,noun,개선
impulse,B2,noun,충동
impulsive,B2,adjective,충동
inaccurate,B2,adjective,부정확한
inadequate,B2,adjective,부적당한
inanimate,B2,adjective,무생물
inborn,B2,adjective,타고난
incense,B2,noun,향
incentive,B2,noun,자극
inch,A2,noun,인치
incident,B1,noun,사건
include,A2,verb,포함하다
including,B1,preposition,포함
income,B1,noun,소득
inconvenient,B1,adjective,불편한
incorrect,B1,adjective,잘못된
increase,B1,noun,증가하다
increasingly,B1,adverb,더욱 더
incredible,B1,adjective,믿을 수 없는
incredibly,B1,adverb,놀랍도록
incur,B2,verb,입다
incurable,B2,adjective,치료할 수 없는
indebted,B2,adjective,빚진
indeed,A2,adverb,물론
indefinite article,B1,noun,무기한 기사
indent,B2,verb,톱니 모양
independence,A2,noun,독립
independent,B1,adjective,독립적인
independently,B2,adverb,독립적으로
indescribable,B2,adjective,설명 할 수 없는
index,B2,noun,색인
indicate,A2,verb,나타내다
indifferent,B2,adjective,무관심한
indignity,B2,noun,경멸
indirect,B1,adjective,간접
indirectly,B1,adverb,간접적으로
indispensable,B2,adjective,없어서는 안될
individual,B1,adjective,개인
indoor,A2,adjective,실내
indoors,B1,adverb,실내
indulge,B2,verb,빠지다
indulgent,B2,adjective,제멋대로 하게 하는
industrial,B1,adjective,산업
industrialize/industrialise,B2,verb,산업화
industry,B1,noun,산업
ineffective,B2,adjective,효과적인
inert,B2,adjective,둔한
inevitable,B1,adjective,불가피한
inexpensive,A2,adjective,저렴한
inexperienced,B2,adjective,경험이 부족한
infant,B2,noun,유아
infect,B2,verb,감염
infected,B2,adjective,감염된
infection,B1,noun,전염병
infectious,B2,adjective,전염성
infer,B2,verb,미루다
inference,B2,noun,추론
infinitive,B1,noun,부정사
inflammation,B2,noun,염증
inflammatory,B2,adjective,염증
inflate,B2,verb,부풀게 하다
inflation,B2,noun,인플레이션
influence,A2,noun,영향
influential,B2,adjective,힘 있는
influenza,B2,noun,인플루엔자
inform,B1,verb,알리다
informal,B2,adjective,비공식
information,A1,noun,정보
informative,B1,adjective,유익한
infringe,B2,verb,어기다
infringement,B2,noun,위반
ingredient,B1,noun,재료
inhabit,B2,verb,거주하다
inhabitant,B1,noun,주민
inhale,B1,verb,흡입
initial,B2,adjective,초기의
initially,B1,adverb,처음에
initiative,B2,noun,계획
inject,B1,verb,주사
injection,B2,noun,주입
injure,A2,verb,해치다
injured,B2,adjective,다쳐서
injury,B1,noun,부상
ink,B1,noun,잉크
innate,B2,adjective,타고난
inner,A2,adjective,안의
innermost,B1,adjective,가장 깊은 속의
innocent,B1,adjective,순결한
innocently,B2,adverb,결백하게
innovation,B2,noun,혁신
innovative,B2,adjective,혁신적인
innovator,B1,noun,혁신가
input,B2,noun,입력
inquire/enquire,B2,verb,문의하다
inquiry/enquiry,B1,noun,문의
insane,B1,adjective,정신 이상의
inscribe,B1,verb,쓰다
inscription,B1,noun,명
insect,A2,noun,곤충
inseparable,B2,adjective,나눌 수 없는
inside,B2,adjective,내부에
insight,B1,noun,통찰력
insist,B1,verb,주장하다
inspect,B2,verb,검사
inspection,B1,noun,점검
inspector,B2,noun,조사관
inspiration,A2,noun,영감
inspirational,B2,adjective,영감을주는
inspire,B1,verb,고무하다
install/instal,B1,verb,설치
instance,B1,noun,사례
instant,A2,adjective,즉각적인
instantly,B2,adverb,곧
instead,A2,adverb,대신에
instead of,B1,preposition,대신에
instill/instil,B2,verb,주입
instinct,B2,noun,본능
institute,B1,noun,학회
institution,B2,noun,기관
instruct,B2,verb,지시하다
instruction,B1,noun,지침
instructor,B1,noun,강사
instrument,A2,noun,기구
insufficient,B2,adjective,불충분한
insult,B2,noun,모욕
insurance,B1,noun,보험
integrate,B2,verb,통합
intellectual,B2,adjective,지적인
intelligence,A2,noun,지능
intelligent,A2,adjective,지능적인
intend,B1,verb,의도하다
intense,B1,adjective,극심한
intensive,B1,adjective,강한
intent,B2,adjective,의지
intention,B1,noun,의도
intentionally,B1,adverb,의도적으로
interact,B1,verb,상호작용하다
interaction,B1,noun,상호 작용
interactive,B2,adjective,인터렉티브
interest,A2,noun,관심
interested,A1,adjective,관심 있는
interesting,A1,adjective,흥미로운
interfere,B2,verb,간섭하다
interior,B2,noun,내부
intermediate,B1,adjective,중간
intermission,B1,noun,중지
internal,B1,adjective,내부
international,A2,adjective,국제적인
internationally,B1,adverb,국제적으로
Internet/internet,A1,noun,인터넷
interpersonal,B2,adjective,대인 관계
interpret,B2,verb,해석하다
interpretation,B2,noun,해석
interpreter,B2,noun,통역사
interrupt,B1,verb,방해하다
interruption,B2,noun,중단
intersection,B2,noun,교차로
interval,B1,noun,간격
interview,A1,noun,회견
interviewee,B1,noun,인터뷰 대상자
interviewer,A1,noun,면접관
intimate,B2,adjective,친밀한
into,A1,preposition,~ 안으로
intransitive,B2,adjective,비정규적
intravenous,B2,adjective,정맥
introduce,A1,verb,소개하다
introduction,B1,noun,소개
intrude,B2,verb,침해
intruder,B2,noun,침입자
intrusion,B2,noun,강요
invade,A2,verb,침략
invariable,B2,adjective,변함없이
invariably,B2,adverb,항상
invasion,B1,noun,침입
invent,A2,verb,꾸미다
invention,A2,noun,발명
inventor,B2,noun,발명자
inverted commas,B2,noun,역 쉼표
invest,B1,verb,투자하다
investigate,B2,verb,조사하다
investigation,B1,noun,조사
investigator,B2,noun,조사자
investment,B2,noun,투자
investor,B2,noun,투자자
invisible,B2,adjective,보이지 않는
invitation,B1,noun,초대
invite,A2,verb,초대하다
invitingly,B2,adverb,초대적으로
invoke,B2,verb,부르다
involuntarily,B1,adverb,무의식적으로
involve,B1,verb,관련시키다
involved,B1,adjective,관련된
involvement,B2,noun,참여
iron,B1,noun,철
ironically,B2,adverb,아이러니하게
ironing,B1,noun,다리미질
irrational,B2,adjective,비이성적인
irregular,B1,adjective,불규칙한
irresistible,B2,adjective,꼼짝 못하게 하는
irresistibly,B2,adverb,저항 할 수 없을 정도로
irresponsible,B2,adjective,책임지지 않는
irritate,B1,verb,짜증나게 하다
irritated,B2,adjective,짜증나
irritating,B2,adjective,화나게 하는
irritation,B2,noun,짜증나게 하는 것
island,A1,noun,섬
islander,B2,noun,섬 주민
isle,B1,noun,섬
isolation,B1,noun,격리
issue,A2,noun,문제
italicize/italicise,B2,verb,이탤릭체
itch,B2,verb,가려움
item,A1,noun,안건
itself,A2,pronoun,그 자체
ivory,B1,noun,상아
jacket,A1,noun,재킷
jade,B1,noun,옥
jail/gaol,B1,noun,감옥
jam,A2,noun,잼
January,A1,noun,1월
jar,B1,noun,항아리
jaw,B2,noun,턱
jazz,B1,noun,재즈
jealous,B1,adjective,질투하는
jealously,B2,adverb,질투나는
jeans,A1,noun,청바지
jelly,A2,noun,젤리
jeopardize/jeopardise,B2,verb,위태롭게 하다
jet,A1,noun,제트기
jewel,B1,noun,보석
jeweler/jeweller,B2,noun,보석상
jewelry/jewellery,A1,noun,보석
job,A1,noun,직업
jog,B2,noun,가벼운 흔들림
jogging,B1,noun,조깅
join,A1,verb,가입하다
joint,B1,adjective,관절
joke,A2,noun,농담
journal,B1,noun,신문
journalism,B2,noun,저널리즘
journalist,B1,noun,기자
journey,A2,noun,여행
joy,A2,noun,기쁨
judge,B1,noun,판사
judgment/judgement,B1,noun,판단
judo,B2,noun,유도
jug,B1,noun,조끼
juice,A1,noun,주스
juicy,B1,adjective,흥미진진한
July,A1,noun,7월
jump,B2,noun,도약
jumper,B1,noun,점퍼
June,A1,noun,6월
jungle,B1,noun,밀림
junior,A2,adjective,후진
junk,A2,noun,정크
junk food,B2,noun,패스트 푸드
juror,B2,noun,배심원
jury,B2,noun,배심
just,A1,adverb,단지
justice,B1,noun,정당성
justify,B2,verb,정의하다
kangaroo,B2,noun,캥거루
karaoke,B2,noun,노래방
keen,B2,adjective,날카로운
keep,A1,verb,유지하다
keeper,B2,noun,관리인
kerosene,B2,noun,둥유
kettle,B1,noun,주전자
key,A1,adjective,열쇠
keyboard,B1,noun,건반
keystroke,B2,noun,(타자기 등의) 키를 치다
kick,A1,noun,발차기
kid,A1,noun,어린이
kill,A1,verb,죽이다
killer,A2,noun,살인자
killing,B1,noun,죽이는
kilo,A2,noun,킬로
kilogram/kilogramme,A2,noun,킬로그램
kilometer/kilometre,A2,noun,킬로미터
kind,A2,adjective,친절한
kindly,A2,adjective,친절한
kindness,B1,noun,친절
king,A1,noun,왕
kingdom,A2,noun,왕국
kiss,A1,noun,키스
kit,A2,noun,전부
kitchen,A1,noun,주방
kite,A1,noun,연
kitten,B1,noun,주방
knee,A1,noun,무릎
kneel,B2,verb,무릎
knife,A1,noun,칼
knit,B1,verb,뜨다
knock,A2,noun,노크
knot,B2,noun,매듭
know,A1,verb,알다 
knowingly,B2,adverb,알고 있으면서
knowledge,A2,noun,지식
known,B2,adjective,모두 다 아는
lab,B1,noun,랩
label,B2,noun,상표
labor/labour,A2,noun,노동
laboratory,B1,noun,실혐실
laborer/labourer,B2,noun,노동자
lack,A2,noun,부족
ladder,B1,noun,사다리
lady,A1,noun,숙녀
lake,A2,noun,호수
lamb,B1,noun,양고기
lame,B2,adjective,절뚝거리는
lamp,A2,noun,램프
lance,B2,noun,창
land,B1,noun,땅
landing,B2,noun,착륙
landlady,B2,noun,여주인
landlord,B1,noun,주인
landscape,A2,noun,풍경
landslide,B2,noun,산사태
lane,A2,noun,레인
language,A1,noun,언어
lap,B2,noun,무릎
laptop,B2,noun,랩탑
large,A1,adjective,크기가 큰
largely,B1,adverb,크게
lark,B2,noun,종달새
laser,B2,noun,레이저
